Item ID,Item Description,Qty on Hand,Avg Cost,Item Value
MS-D9U00054,OLP OFFICE 2013 H&S RT GOV,,40.28,
MS-DAC00966,SQL SMALL BUS 2008R2 1U CAL OL,,112.51,
MS-DJA01324,OLP SYSCTRESSNTLSSVRML 2010 SN,,86.65,
MS-E3200673,SQL SVR DEVELOPER 2008,,35.00,
MS-E3200734,SQL SVR 2008 DEVELOPER,,31.88,
MS-E3200816,SQL Server 2008 R2 Developer,,40.00,
MS-E3200861,OLP SQLSVRDEV 2008R2 SNGL NL V,,30.89,
MS-E3200970,SQL Server 2012 Dev,,38.97,
MS-E3200993,SQL 12 DEVELOPER OLP,,30.65,
MS-E3201007,OLP SQL SERVER 2012 DEV GOV,,24.52,
MS-E3201098,SQL SERVER 2014 DEVELOPER,19.00,38.74,736.06
MS-E3201098FBA,MICROSOFT SQL SERVER DEVELOPER,,38.74,
MS-E3201166,SQL SVR 2014 DEVELOPER LIC OLP,,30.34,
MS-E3201180,SQL SVR DEV 2014 ENG OLP GOV,,24.43,
MS-E7500956,SBS 2003 STD 5 CAL OEM,,387.21,
MS-E7501028,SBS 2003 PREM 5 CAL OEM,,864.34,
MS-E8400949,ISA SVR STD ED 2006 I PROC LIC,,400.00,
MS-E8500086,WIN XP PRO,,130.00,
MS-E8500086O,WIN XP PRO OEM,,70.00,
MS-E8500087,WIN XP PRO UPG,12.00,140.00,"1,680.00"
MS-E8501702,WINDOWS XP PRO OEM,,,
MS-E8502665,WIN XP PRO SP2,1.00,120.00,120.00
MS-E8502665C,WIN XP PRO SP2  MEDIA,,57.00,
MS-E8502665O,WIN XP PRO SP2 OEM,,80.00,
MS-E8502666,WIN XP PRO SP2 UPG,4.00,152.70,610.79
MS-E8504026,MS WINDOWS XP PRO W/SP2 OEM,,,
MS-E8504135,WIN XP PRO SP2 OEM 30PK,,795.00,
MS-E8504137,WINDOWS XP PRO W/SP2 OEM,,,
MS-E8504164,WIN XP PRO SP2 OEM 3PK,,432.15,
MS-E8504741,WIN XP PRO SP2 OEM,,20.00,
MS-E8505683,OEM 1PK WIN XP PRO SP3,3.00,90.00,270.00
MS-EEC00520,SYS CNTR ESSNTL SQL SVR 10,,723.78,
MS-EJF01719,MULTIPOINT & WIN SVR CAL COMBO,,117.66,
MS-EJF02355,OLP GOV WIN MULTIPOINT SVR CAL,,75.93,
MS-EJF02390,OLP WIN MULTIPT SVR 12 DEV CAL,,91.72,
MS-EJF02484,WIN MULIPOINT SRV 2012 DVC CAL,,116.67,
MS-F1Q00138,VSTUDIO PRO W/MSDN PRO ALLLNG,,334.66,
MS-FPD00059,VISUAL STUD 2010 W/ MSDN EMBED,,"1,002.68",
MS-FPD00060,VS 2010 PRO W/ MSDN EMB RNWL,3.00,734.60,"2,203.80"
MS-FQC00129,WINDOWS 7 PROFESSIONAL,5.00,313.63,"1,568.16"
MS-FQC00129FBA,MICROSOFT WINDOWS 7 PRO,,313.51,
MS-FQC00130,WIN 7 PRO UPG,3.00,220.00,659.99
MS-FQC00130FBA,WINDOWS 7 PRO UPG,34.00,219.85,"7,475.03"
MS-FQC00730,WIN 7 PRO X32 OEM,9.00,105.00,945.00
MS-FQC00765,WIN 7 PRO X64 OEM,17.00,110.78,"1,883.21"
MS-FQC01166,Windows 7 Professional OEM 32b,,460.60,
MS-FQC01197,Windows 7 Professional OEM 64b,,436.98,
MS-FQC02050,OLV WIN PRO SA 1YR ACQ Y1,,39.76,
MS-FQC02247,OLV WIN PRO UPG W/SA,,294.18,
MS-FQC02371,WIN 7 PRO-UPG LICENSE,,158.64,
MS-FQC02374,OLP WINPRO SNGL UPGRDSAPK NL S,,250.66,
MS-FQC02420,GOV WINPRO 7 UPGRD OLP,,129.72,
MS-FQC04617,WIN 7 PRO 32X SP1,1.00,107.98,107.98
MS-FQC04617FBA,MICROSOFT WINDOWS 7 PRO W/ SER,,119.46,
MS-FQC04649,WIN 7 PRO 64X SP1,291.00,118.39,"34,450.58"
MS-FQC04725,Windows 7 Professional 64bit w,6.00,115.50,693.00
MS-FQC05837,WINDOWS 8 PRO FULL PROMO,,,
MS-FQC05920,WINDOWS 8 PRO OEM 32X,12.00,114.88,"1,378.50"
MS-FQC05956,WINDOWS 8 PRO OEM 64X,38.00,115.00,"4,370.00"
MS-FQC06457,WINDOWS 8 PRO UPG OLP,,158.64,
MS-FQC06476,OLP GOV WINDOWS 8,,129.72,
MS-FQC06488,WIN 8 PRO LEGALIZATION,,158.76,
MS-FQC06715,OLP GOV WINDOWS 8 PRO PROMO,,110.34,
MS-FQC06747,OLP WINDOWS 8 UPG PROMO,,134.92,
MS-FQC06749,WINDOWS 8 PRO UPG OLP PROMO,,155.26,
MS-FQC06913,WINDOWS 8.1 PRO FPP,81.00,129.69,"10,505.24"
MS-FQC06913DL,WINDOWS 8.1 PRO DL,,50.00,
MS-FQC06913FBA,MICROSOFT WINDOWS 8.1 PRO FBA,2.00,130.09,260.18
MS-FQC06913P,WINDOWS 8 PROFESSIONAL PROMO,33.00,50.16,"1,655.34"
MS-FQC06950,WINDOWS PRO 8.1 64bit OEM,8.00,115.86,926.88
MS-FQC06988,WINDOWS PRO 8.1 32bit OEM,,136.04,
MS-FQC08147,OLP WINDOWS 8.1 PRO GET LEGAL,,158.76,
MS-FQC08190,WIN PRO 8.1 VLIC,,156.70,
MS-FQC08209,WIN 8.1 PRO UPG OPEN GOV,,125.36,
MS-FQC08279,WIN 7 PRO 32X SP1 SLIM,149.00,118.93,"17,720.55"
MS-FQC08279HOLD,WIN 7 PRO 32X SP1 SLIM,,123.89,
MS-FQC08289,WIN 7 PRO 64X SP1,"1,131.00",119.48,"135,126.41"
MS-FQC08289HOLD,WIN 7 PRO 64X SP1,,122.98,
MS-FQC08740,WINPRO 8.1 UPGRD PROMO OLP,,133.27,
MS-FQC08930,Win Pro 10 64Bit English 1pk,141.00,120.50,"16,990.50"
MS-FQC09131,Windows 10 Professional 32/64,7.00,178.75,"1,251.25"
MS-FWA00013,OFFICE 2008 FOR MAC SME,,50.00,
MS-FWA00064,OFFICE 2008 MAC SPEC ED PROMO,,25.58,
MS-G3S00141,WINDOWS SERVER 2012 ESSENTIALS,,325.00,
MS-G3S00529,OLG WINDOWS SVR 2012 ESSTLS,,332.19,
MS-G3S00544,OB WIN SVR 12 ESSTL LIC/SA,,636.72,
MS-G3S00546,WIN SVR ESSNTLS - SA - OLP,,206.53,
MS-G3S00548,OLP WIN SVR ESSENTIALS 2012,,424.40,
MS-G3S00587,WINDOWS SVR 2012 R2 ESSTLS,,464.63,
MS-G3S00716,Windows Server 2012 R2 ESSENT,4.00,370.00,"1,480.00"
MS-G3S00761,OLP WIN SERV 2012 R2 ESSTL,,410.71,
MS-G3S00775,WIN SER 2012 R2 ESS,,334.18,
MS-G7103026,MSDN OPERATING SYSTEMS,,901.65,
MS-GFC00019,WIN 7 HME PREM,,125.00,
MS-GFC00020,WIN 7 HME PREM UPG,43.00,183.40,"7,886.00"
MS-GFC00564,WIN 7 HOME PREMIUM X32 OEM,,80.00,
MS-GFC00599,WIN 7 HOME PREMIUM X64 OEM,,85.36,
MS-GFC00949,Windows 7 Home Premium OEM 32b,,338.92,
MS-GFC02021,WIN 7 HOME PREM 32X SP1,7.00,80.34,562.35
MS-GFC02050,WIN 7 HOME PREM 64X SP1,184.00,80.64,"14,837.45"
MS-GFC02726,WIN 7 HOME PREM SP1 SLIM,172.00,83.93,"14,436.30"
MS-GFC02733,WINDOWS 7 HOME x64 SLIM,131.00,80.75,"10,578.25"
MS-GLC00182,WINDOWS 7 ULTIMATE,1.00,301.19,301.19
MS-GLC00182FBA,WINDOWS 7 UNLTIMATE,,198.92,
MS-GLC00182P,WINDOWS 7 ULTIMATE FULL PROMO,131.00,155.56,"20,377.86"
MS-GLC00184,WIN 7 ULT UPG,29.00,220.18,"6,385.31"
MS-GLC00184FBA,WINDOWS 7 ULTIMATE UPGRADE,,220.18,
MS-GLC00701,WIN 7 ULTIMATE X32 OEM,,149.50,
MS-GLC00736,WIN 7 ULTIMATE X64 OEM,,164.80,
MS-GLC00863,Windows 7 Ultimate OEM 32bit (,,556.67,
MS-GLC00894,WIN 7 ULT 64X OEM 3 PACK,,130.00,
MS-GLC00920,WINDOWS 7 ULT OEM 32 - 30U,,,
MS-GLC01809,Windows 7 Ultimate 32X SP1,,159.00,
MS-GLC01844,Windows 7 Ultimate 64x SP1,,159.00,
MS-GLC02377,Windows 7 Ultimate 32X SP1,,157.00,
MS-GLC02389,WINDOWS 7 ULTIMATE X64 SLIM,,209.50,
MS-GS300761,WIN SVR ESS 2012 R2 OLP,,,
MS-GZA00006,OFFICE MAC HOME STUDENT 2008,,50.00,
MS-GZA00136,Office for Mac H&S 2011 1U,,81.27,
MS-GZA00202,OFFICE MAC H&S 2011 ESD,,115.90,
MS-GZA00267,OFFICE MAC 2011 STUDENT PKC,259.00,98.29,"25,456.38"
MS-GZA00267FBA,OFFICE MAC HOME & STUDENT 2011,,81.98,
MS-H0400478,SHAREPOINT PORTAL SVR 2003,156.00,,
MS-H0401506,1YR OFFICE SHAREPOINT SVR ALL,,"1,529.39",
MS-H2102351,PROJECT SERVER USER CAL,,,
MS-H2103043,PRJCT SVR CAL 2010 USR OPENBUS,,136.24,
MS-H2103304,OLP PROJECT SERVER 2013 DV CAL,,143.07,
MS-H2103306,PRJCT SVR 2013 USR CAL,,162.50,
MS-H2200316,PROJECT SERVER - SVR LIC & SA,,,
MS-H2200695,PROJECT 2003 SVR 5 USER,2.00,,
MS-H2200695U5,PROJECT 2003 SVR 5 CALs,19.00,,
MS-H2201685,PROJECT SERVER 2007-LICENSE,,,
MS-H2202264,OLP PRJCTSVR 2010 SNGL NL VLIC,,"4,180.77",
MS-H2202465,PROJECT SERVER 2013 SVR OLP,,"4,748.95",
MS-H3000147,PROJECT PRO 2010 LIC SA,,"1,198.80",
MS-H3000428,PROJECT 2003 PRO,10.00,400.00,"4,000.00"
MS-H3001823,PROJECT 2007 PRO UPG,,325.00,
MS-H3001854,PROJECT 2007 PRO,8.00,302.22,"2,417.78"
MS-H3002022,PROJECT PRO - LICENSE,,,
MS-H3003131,OLP PROJECT 2010 PRO LIC,,758.82,
MS-H3003163,GOVT OLP PRJCTPRO 2010 NL LCL,,614.95,
MS-H3003318,Project Professional 2010,43.00,397.37,"17,086.90"
MS-H3003318FBA,MICROSOFT PROJECT PROFESIONAL,46.00,397.00,"18,262.00"
MS-H3003318O,Project 2010 Pro OEM,,320.00,
MS-H3003318TG,PROJECT 2010/2013 PRO DOWNLOAD,,,
MS-H3003673,MS PROJECT PRO 2013,7.00,520.45,"3,643.18"
MS-H3003673DL,PROJECT 2013 PRO DOWNLOAD,,224.33,
MS-H3003673FBA,MICROSOFT PROJECT PRO 2013,1.00,725.00,725.00
MS-H3004014,PROJECT PRO 2013 OPEN GOV,,632.78,
MS-H3004073,OLP PROJECT PRO 2013 LIC/SA,,786.93,
MS-H5F00151,MSDN Operating Systems 2012,,654.95,
MS-H9F00367,Visual Studio 2013 Ultimate,,"11,958.62",
MS-H9F00368,Visual Studio 2013 Ultimate W/,,"3,820.75",
MS-J2900003,OFFICE 365 BUSINESS 1 YR SUBSC,,80.89,
MS-J3A00669,SYSTEM CTR CONFIG MGR SVR 2007,,491.50,
MS-J5A00107,CNFGMGRCLNTMGMT/OSE LIC/SA,,51.84,
MS-J5A00440,CONFIG MGR 12 CLIENT ML,,70.45,
MS-J6A00457,SYSTEM CTR CONFIG MGR STD,,132.76,
MS-JSF00001,TECHNET SUBS PRO 2010,,320.20,
MS-JT900010,TECHNET PLUS DIRECT LIC/SA,,488.87,
MS-KKF00002,VS TEAM EXPLRER EVRYWHR 2010,,261.65,
MS-KW900016,Windows 10 Home 32-64-Bit USB,,104.94,
MS-KW900140,Win Home 10 64Bit  English 1pk,,80.50,
MS-KW900186,Win Home 10 32Bit,,94.55,
MS-L3D00001,Visual Studio LightSwitch 2011,,135.00,
MS-L3D00001FBA,VISUAL STUDIO LIGHTSWITCH 2011,10.00,156.49,"1,564.90"
MS-L5D00340,VS STD 13 TST PRO WMSDN LIC/SA,,"1,417.23",
MS-LSA00079,Win Svr 08 Ent 25c w/o Hyper V,,"1,500.00",
MS-LWA00703,1YR WIN WEB SVR ALL LNG LIC/SA,,137.51,
MS-LWA00984,WIN WEB SVR 2008 R2 64X,,428.00,
MS-LWA01279,WINWEB SVR 2008 R2SP1 X64 ENG,,354.50,
MS-M3J00079,FOREFRONT ENDPNT PROT AP DVC,,25.88,
MS-MFF00449,SYSTEM CNTR MNGMENT 1USER,,58.04,
MS-N0900048O,WIN XP HOME DSP,,70.00,
MS-N0900984,WIN XP HOME SP2,,124.61,
MS-N0900985,WIN XP HOME SP2 UPG,,65.00,
MS-N9J00575,DYNAMICS CRM SVR WITH SA,,"4,483.79",
MS-NFA00226,OUTLOOK 2007 W/ BCM OLP,,98.58,
MS-NHF00001,Expression StD 4 Web Pro UPG,,66.48,
MS-NKF00008,EXPRESSION STUDIO ULT 4.0,,295.00,
MS-NKF00291,EXPRESS STUD 4 ULT LIC&SA,,652.55,
MS-NKF00307,OLP EXPRSSNSTDIOULT 4.0,,398.17,
MS-P7106769,WIN 2012 SVR Datacenter 64bit,,"2,750.00",
MS-P7106801,Windows Server 2012 Datacenter,,"1,600.00",
MS-P7106970,WINSVRDATACTR LICSA 1YACQY1,,"2,380.95",
MS-P7107117,Win SRV 2012 Datactr 2 proc/SA,,"9,066.18",
MS-P7107222,OLP WIN SVR DATACENTER W/SA,,"7,858.94",
MS-P7107235,OLP C WIN SVR DATACTR 2PROC,,"4,000.08",
MS-P7107236,WIN SVR DATACENTER 2012 OLP,,"4,081.68",
MS-P7107614,WINDOWS SERVER 2012 DATA CENTE,6.00,"1,600.00","9,600.00"
MS-P7107714,WINDOWS SERVER DATACENTER 2012,3.00,"3,093.71","9,281.14"
MS-P7107785,WINDOWS SVR 12 R2 DTCTR OEM,1.00,"7,000.00","7,000.00"
MS-P7107835,OLP WIN SVR 2012 R2 DATACNTR,,"5,082.21",
MS-P7107849,WIN SVR 2012 R2 DATACENTER-GOV,,"4,175.87",
MS-P7200001,SVR 2003 ENT 25 CAL,,875.00,
MS-P7200001U25,SVR 2003 25 USER CAL ADD-ON,1.00,125.00,125.00
MS-P7200640,WIN SVR '03 ENT 25 CAL OEM,,750.00,
MS-P7200818,SVR 2003 ENT 25 CAL RET NFR,1.00,295.00,295.00
MS-P7200971,WIN SVR '03 ENT 25CAL SP1,2.00,716.67,"1,433.33"
MS-P7200981,SVR 2003 ENT 64BIT 25CAL,1.00,600.00,600.00
MS-P7201056,SVR 2003 ENT 64 SP1 25CAL OEM,,700.00,
MS-P7201058,SVR 2003 ENT 64 25CAL OEM,,865.00,
MS-P7201692,SERVER 2003 ENT R2 25 CAL,,"1,900.00",
MS-P7201696,WIN SVR 2003 ENT 25 CAL R2 X64,,"1,650.00",
MS-P7201799,WIN SVR 03 R2 ENT 64 25CAL NFR,2.00,875.00,"1,750.00"
MS-P7202365,WIN SVR 2003 ENT 25 CAL SP2 R2,,"1,900.00",
MS-P7202431,WINDOWS SRV ENT R2 SP2 x64,1.00,"1,900.00","1,900.00"
MS-P7202506,WIN SVR ENT 2003 R2 W/ SP2 25C,,"1,900.00",
MS-P7202906,WIN SVR 2008 ENT 25 CAL,,"1,650.00",
MS-P7202906P,WIN SVR 2008 ENT PROMO,158.00,,
MS-P7202977,WIN SVR 2008 ENT W/ 25 CAL OEM,,"2,249.00",
MS-P7203827,WIN SVR 2008 ENT R2 25 CAL X64,,"3,259.08",
MS-P7203977,WIN SVR 08 R2 ENT 64X 25 CAL O,,"2,572.10",
MS-P7204458,WIN SVR 2008 R2 ENT SP1 25CAL,,"2,588.45",
MS-P7204469,WIN SVR 08 ENT R2 OEM SP1 10CA,,850.00,
MS-P7204469OLPRTL,WIN SVR 2008R2 ENT W/10CAL OLP,,,
MS-P7300001,SVR 2003 5 CAL RET,,595.09,
MS-P7300001O,SVR 2003 5 CAL OEM DSP,,500.00,
MS-P7300003,SVR 2003 10 CAL,,850.00,
MS-P7300352,WINDOWS SERVER STD LIC & SA,,923.33,
MS-P7301071,SVR 2003 SP1 5 CAL,,600.00,
MS-P7301072,Server 2003 STD 10 Cal w/ SP1,,850.00,
MS-P7301082,SVR 2003 64 5 CAL,,600.00,
MS-P7301083,SVR 2003 64 10 CAL,,850.00,
MS-P7301085,SVR 2003 SP1 5 CAL OEM,1.00,425.00,425.00
MS-P7301232,SVR 2003 X64 5 CAL OEM,,550.00,
MS-P7301420,WIN SVR STD 1YR ACQ Y1 OV,,365.08,
MS-P7301608,1YR WIN SVR STD ALL LNG LIC/SA,,247.71,
MS-P7301669,SERVER R2 5 CAL FULL,,600.00,
MS-P7301670,Windows SVR STD 2003 R2 10 CAL,,900.00,
MS-P7301675,WIN SVR 2003 STD R2 64 BIT5CAL,,675.00,
MS-P7301677,WIN SVR 2003 R2 64 OEM 5 CAL,,499.00,
MS-P7301972BDL5,WIN SVR 2003 R2 STD 5 CAL BDL,,,
MS-P7301997,SVR 2003 STD R2 5 CAL DSP,2.00,356.79,713.57
MS-P7302441,WINSVR STD'03 R2 X32 5CAL OEM,,,
MS-P7302441O,WIN '03 SVR STF R2 32X 5 CAL O,,600.00,
MS-P7302509,WIN SVR '03 R2 STD 32X SP2 5CA,,625.00,
MS-P7302510,WIN SVR '03 R2 SP2 10 CAL,,850.00,
MS-P7302766,WIN SVR STD '03 R2 SP2 5 OEM,,500.00,
MS-P7302768,WINSVR STD '03 R2 SP2 64X OEM,,620.00,
MS-P7303882,WIN SVR 2008 STD 10CAL,,850.00,
MS-P7303883,WIN SVR '08 W/ 5CALS,,700.00,
MS-P7304001M,WIN SERVER 2008 STD 32 M,,376.00,
MS-P7304190,WIN SERVER 2008 STD LIC,,632.37,
MS-P7304754,WIN SVR 2008 STD R2 X64 5 CAL,,,
MS-P7304754M,Windows Svr R2 Media/key,,500.00,
MS-P7304755,WIN SVR 2008 STD 10 CAL R2 X64,,750.00,
MS-P7304755U10,WIN SERV 08 R2 10 CAL ADD-ON,,,
MS-P7304849,Windows Server 2008 R2 Standar,,450.00,
MS-P7304982,WIN SVR STD R2- LICENSE,,748.88,
MS-P7304982BDL5,SERV 08 R2 STAN + 5 CALS OLP,,,
MS-P7305128,WIN SVR 2008 R2 SP1 5CAL OEM,,575.00,
MS-P7305328,WIN SVR 2012 STD 2PROC OEM,22.00,571.09,"12,564.06"
MS-P7305347,WIN SVR 2012 STD ADD 2CPU OEM,1.00,678.06,678.06
MS-P7305363,Windows Server 2012 STD 5 CAL,,800.00,
MS-P7305364,Microsoft Win Svr 2012 10 Cal,,100.00,
MS-P7305599,OLP WINDOWS SERVER 2012 STD,,436.78,
MS-P7305758,WINDOWS SVR 12 STD LIC/SA OLP,,"1,092.58",
MS-P7305760,WIN SVR STD SA ONLY - OLP,,369.74,
MS-P7305761,OLP C WIN SVR STD 2012 2PROC,,733.90,
MS-P7305762,WIN SVR STD 2012 OLP 2PROC,,748.88,
MS-P7305853,WINDOWS SERVER 2012 STD OLP GV,,594.83,
MS-P7305966,Windows Server Standard 2012 R,39.00,848.93,"33,108.44"
MS-P7305967,Windows Server Standard 2012 R,23.00,936.75,"21,545.29"
MS-P7305967U10,WINDOWS SVR 2012 10 CALs,20.00,,
MS-P7306165,WIN SVR 2012 STD R2 OEM,40.00,572.51,"22,900.38"
MS-P7306284,WIN SVR 2012 R2 2 PRC OLP 500+,,724.92,
MS-P7306285,WIN SVR STD 2012R2 NL 2PROC,,739.71,
MS-P7306299,OLP WIN SERV 2012 R2 STD GOV,,589.60,
MS-P7306451,WINDOWS SERVER STD. 2008 R2 SP,462.00,563.17,"260,184.17"
MS-P7306451HOLD,WINDOWS SERVER STD. 2008 R2 SP,,500.00,
MS-PGI00056,OLV EXCHNG ENT USR CAL 1 YR AC,,39.76,
MS-PGI00426,EXCHANGE ENTERPRISE USER W/SA,,60.57,
MS-PGI00435,EXCHG ENT 2010 DEV CAL OLP,,35.23,
MS-PGI00438,EXCHNG ENT 2010 USER CAL,,35.23,
MS-PGI00620,EXCHNGE ENT DVCCAL WO SVCS,,34.93,
MS-PGI00622,OLP EXCHANGE 2013 ENTRPRS USR,,40.00,
MS-PHJ00545,EXPRESSION BLEND 2.0,,,
MS-Q4Y00003,OLP O365 PLAN E1,,80.48,
MS-Q5Y00003,OLP O365 PLAN E3 1YR SUBSCRIPT,,201.20,
MS-Q6Y00003,OLP EXCHGE ONLN PLN 1 -1YR,,40.24,
MS-Q7Y00003,OLP 365 PRO PLUS 1YR,,117.70,
MS-QQ200011,Office 365 Personal - esd,,55.67,
MS-QQ200021,OFFICE 365 PERSONAL ESD,,55.96,
MS-QQ200094,OFFICE 365 PERSONAL 1 USER,,35.00,
MS-QV6342,Office Home & Business 2013ESD,,179.77,
MS-QV6358,Publisher 2013 ESD,,89.89,
MS-QYA00340,DYNAMICS CRM ADDTV USER CAL SA,,627.74,
MS-QZA00431,DYNAMICS CRM LTD USER CAL W/SA,,388.94,
MS-R1800143,WIN SVR 2008 USER CAL AND SA,,41.49,
MS-R1800144,WIN SVR DEV CAL LIC/SA,,89.43,
MS-R1800194,GOV WIN SVR DEV CAL LIC/SA,,30.76,
MS-R1800889,SVR 2003 STD 5 DEVICE CAL LP,,134.82,
MS-R1800907,SVR 2003 5 CAL LIC,1.00,,
MS-R1800908,SVR 2003 20 CAL LIC,,350.00,
MS-R1801063,SVR 2003 5 OEM LIC COA,,100.00,
MS-R1801855,WIN SVR U CAL 1YR ACQ Y1 OV,,16.58,
MS-R1802453,WIN SVR 2008 5 DEVICE CAL- LP,,,
MS-R1802454,WIN SVR 2008 20 DEVICE CAL LP,,,
MS-R1802502,WIN SVR 2008 20USER CAL LIC,,,
MS-R1802503,WIN SVR 2008 5USER LIC ONLY,889.00,22.70,"20,183.91"
MS-R1802503HOLD,WIN SVR 2008 5USER LIC ONLY,,29.71,
MS-R1802503U100,WIN SVR 2008 - 100 U CALS,,,
MS-R1802709,WINDOWS SERVER 2008 - USER CAL,,24.80,
MS-R1802729,WIN SVR DEVICE CAL,,24.80,
MS-R1802787,GOV WIN SERVER 2008 - USER CAL,,19.61,
MS-R1802790,GOV WIN SVR 2008 DEV CAL,,20.30,
MS-R1802907,WIN SVR CAL 2008,,110.00,
MS-R1803683,WNDS SVR 2012 DSP OEI 5 CAL,1.00,128.00,128.00
MS-R1803755,WIN SERVER 2012 5U CAL,41.00,128.41,"5,264.87"
MS-R1804094,WINDOWS SVR 2012 5 USER CALS,,100.00,
MS-R1804094U10,WINDOWS SVR 2012 10 USER CALS,,,
MS-R1804276,OLP C WIN SVR STD 2012 DVC CAL,,24.32,
MS-R1804277,OLP WIN SVR 12 DEV CAL,,24.50,
MS-R1804280,OLP C WIN SVR STD 2012 USR CAL,,24.32,
MS-R1804281,WIN SVR 2012 USER CAL OLP,20.00,28.17,563.40
MS-R1804292,OLP WINDOW SVR 2012 U CAL GOV,,19.71,
MS-R1804293,OLP GOV WIN SVR 2012 USER CAL,,22.48,
MS-R1900133,TERM SVR 2003 USER LIC MOLP,,359.43,
MS-R1900846,TERM SVR 2003 5  LIC ONLY USER,,130.00,
MS-R1900847,TERM SVR 2003 20 CAL,5.00,"1,000.00","5,000.00"
MS-R1900848,TERM SVR 2003 5 CAL DEVICE CAL,,374.50,
MS-R3900171,WIN SVR 2012 EXT CNCTR W/SA,,"2,538.81",
MS-R3900924,WIN SVR EXTRNCONN 08,,"1,713.55",
MS-R3901119,OB WINDOWS SERVER 2012 EXT CON,,"1,692.58",
MS-R4T00009,OFFICE 365 UNIV ESD,,66.80,
MS-R4T00042,Office 365 University_,1.00,58.00,58.00
MS-R4W00013,WIN EMBEDDED 8.1 IND ENT OLP,,"2,514.90",
MS-R9Y00002,EXCHANGE ONLNPROTECTION 12M OV,,10.46,
MS-R9Y00003,EOP - 1 YEAR SUBSCRIPTION OLP,,10.40,
MS-S2602348,ONENOTE 2007 LICNESE ONLY,,65.60,
MS-S2604133,OneNote 2010,,62.61,
MS-S2604645,OLP ONENOTE 2010 SNGL NL VLIC,,59.55,
MS-S2604667,GOVT OLP ONENOTE 2010,,48.27,
MS-S2605028,MS ONE NOTE 2013,,43.00,
MS-S2605028FBA,MICROSOFT ONE NOTE 2013 KEY,,43.00,
MS-S2605396,OLP ONENOTE 2013,,58.82,
MS-S2703304,InfoPath 2010,,115.00,
MS-S2703534,OLP INFOPATH 2010,,152.04,
MS-S2703884,INFOPATH 2013- LICENSE,,147.71,
MS-S2703905,OLG INFOPATH 2013,,122.32,
MS-S2Z00003,PRJCT PRO FOR 365 1U 1YR SUBSC,,245.19,
MS-S5500066,OFFICE 2003 BASIC OEM 3PK,,472.61,
MS-S5500099O,OFFICE 2003 BASIC OEM,29.00,12.00,348.00
MS-S5500397,OFFICE 2003 BASIC SP1 OEM 3PK,,480.34,
MS-S5501347,OFFICE BASIC 2007 OEM,,79.65,
MS-S5501348,OFF '07 BASIC OEM 3PCK LICENSE,,466.00,
MS-S9Z00151,VS '13 DEPLOYMNT STD 2PROC OLP,,519.10,
MS-SNA00085,VIRTUAL MACHINE 07 WKGRP LIC+S,,659.57,
MS-SNA00571,SYS CTR VMM WKGRP 2008R2,,439.75,
MS-T5D00182,Spanish Office H&B 2010,,218.57,
MS-T5D00295,2010 HOME AND BUSINESS KEY,20.00,169.72,"3,394.36"
MS-T5D00295O,2010 HOME AND BUSINESS - OEM,,,
MS-T5D00417,OFFICE HOME BOX 2010 FRB,77.00,367.59,"28,304.66"
MS-T5D00417DB,OFFICE HOME BUS NO BOX CARD ON,247.00,214.03,"52,864.84"
MS-T5D00417FBA,MICROSOFT OFFICE HOME AND BUSI,11.00,367.46,"4,042.11"
MS-T5D00417TG,OFFICE 2010/2013 H&B DOWNLOAD,,,
MS-T5D01222,OFFICE H&B 2010 W/ MOUSE BDL,,126.23,
MS-T5D01575,OFFICE 2013 HOME & BUSINESS,"6,292.00",154.61,"972,782.27"
MS-T5D01575DL,OFFICE 2013 H&B DOWNLOAD,,115.00,
MS-T5D01575FBA,HOME & BUSINESS 2013 KEY CARD,47.00,154.75,"7,273.33"
MS-T5D01575O,OFFICE 2013 HOME BUSINESS OEM,,125.00,
MS-T6L00206,SYSTEM CENTER 2012 DATACENTER,,"3,061.29",
MS-T7200111,SBS 2003 STD R2 5 CAL & SA,,"1,244.55",
MS-T7200632,SBS 2003 SP1 5 CAL,,275.00,
MS-T7201411,SBS '03 R2 WITH 5CAL,,425.00,
MS-T7202383,SBS '08 STD CAL,,725.00,
MS-T7202453,SMALL BUS SVR 08 STD SVR 5CAL,,779.37,
MS-T7202558,SBS '08 STD 5CAL OLP,,821.36,
MS-T7202654,SBS 2008 STD W/ 5 CALS RETAIL,,500.00,
MS-T7202664,SBS 2008 STD W/ 5 CALS SP2 OEM,,670.00,
MS-T7202719,Small Business Server 2011 Sta,,913.85,
MS-T7202881,SBS 2011 64X OEM,1.00,"1,765.74","1,765.74"
MS-T7202881HOLD,SBS 2011 64X OEM,,620.53,
MS-T7202925,OLP SBS STD 2011 SVR 5CAL,,804.21,
MS-T7202939,GOV OLP SBS 2011 STD SVR 5 CAL,,651.01,
MS-T7400001,SBS '03 ADD 5D  CAL,,66.67,
MS-T7400002,SBS '03 ADD 5U CALS,954.00,,
MS-T7400003,SBS '03 ADD 20U CALS,,150.09,-0.01
MS-T7400004,SBS '03 ADD 20U CALS,993.00,,
MS-T7400137,SBS '03 ADD 20D CAL OLP,,"1,632.38",
MS-T7400192,SBS SVR03 VLIC 5CAL,,401.23,
MS-T7400245,SBS 2003 5 DEVICE CAL MOLP,,408.10,
MS-T7401094,SBS 03 ADD 5 CAL OEM,,396.22,
